latitude,longitude,avg_convenience_dist,avg_transit_distance,avg_school_distance
49.2117428,-122.9703413,1.8049675173008006,,1.9324259166709972
49.2652591,-123.0046757,2.046316890093473,,2.281722973472646
49.2663247,-122.9937824,2.692036121320794,,2.1917381384355274
49.2250022,-123.0055424,2.0118301170578516,,1.527809992110537
49.2496906,-122.8940859,,1.0202957807847384,
49.2247834,-122.9931789,1.54068061835117,,1.5222359606954168
49.2634236,-122.9977824,2.55443086977477,,2.055094771688533
49.2629326,-122.9061334,,1.6026046724164291,
49.2114167,-122.9777217,1.5159836978879417,,1.5314392382293556
49.2641313,-123.0017079,2.067209626507647,,2.080322519634251
49.2675757,-123.0136292,2.0452593330236186,,2.03309938097804
49.2293447,-122.997897,1.9770029206334832,,1.9919823734211994
49.2675757,-123.0136292,2.0452593330236186,,2.03309938097804
49.2804027,-122.9086955,,,
49.2293447,-122.997897,1.9770029206334832,,1.9919823734211994
49.215542,-123.0114278,2.075016782391997,,2.0633677249061075
49.2227754,-122.9922157,1.5678063593396192,,0.8005540107658891
49.2234743,-123.0006669,1.5749947154096295,,1.4927663923584156
49.2245617,-123.0048299,2.0369178765711733,,1.520123196915731
49.2231602,-122.9929446,1.5583727926612911,,0.7992573319372243
49.262117,-122.969682,1.0152935370954375,,1.622626661768262
49.207807,-122.999948,1.955837872234577,,1.7601939600580194
49.2249375,-123.0070119,2.0069355690694697,,1.5619741700700611
49.2641313,-123.0017079,2.067209626507647,,2.080322519634251
49.2278319,-122.9821431,0.628826640195119,,1.913965888116337
49.2501393,-122.8940917,,1.0377875495008186,
49.229586,-122.947109,,,
49.2274664,-123.0027837,1.9413649464769456,,1.8101773310881062
49.2797642,-122.9105636,,2.931016449418275,
49.220306,-122.955051,2.388130484070464,,2.232578594135401
49.2147596,-122.9534353,2.6610640364442957,,2.3024863803761453
49.2290892,-123.0027106,1.9008116865184652,,1.808611198705333
49.2238213,-122.9937756,1.547501727120549,,0.8001006107301978
49.2530801,-122.8945553,,1.156881089541055,
